arc_target,support_tier,n_contexts_perturbed,datasets_perturbed,n_datasets_measured,datasets_measured,dataset_cells
SOCS5,0,0,,6,arch1|kaden25rpe1|nadig25hepg2|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
SPATA20,0,0,,5,arch1|kaden25rpe1|nadig25hepg2|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
SRSF5,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
SSR4,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
STAT6,2,2,arch1|kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
STK3,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
STT3A,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
SUPT7L,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
SYVN1,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TAF15,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TAF4,0,0,,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TARBP2,2,2,arch1|kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TBC1D13,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TBC1D19,0,0,,5,arch1|kaden25rpe1|nadig25jurkat|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TBCK,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TDRD7,0,0,,5,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TEAD4,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TESK2,0,0,,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TEX2,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TFCP2,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
THAP3,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
THAP7,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TIMM17B,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TIMM50,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMCO6,0,0,,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMED3,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM104,0,0,,4,arch1|kaden25rpe1|nadig25hepg2|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM147,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM186,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM209,0,0,,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM41B,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMEM79,0,0,,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TMF1,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRAPPC6A,1,1,arch1,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRIB3,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRIM35,0,0,,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRIP4,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRMT1,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TRPC4AP,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TTBK2,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TWF2,1,1,arch1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
TXNDC16,0,0,,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
UNK,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
UPF3B,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
UROS,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
USP28,0,0,,6,arch1|kaden25rpe1|nadig25hepg2|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
VAPB,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
VIM,0,0,,6,arch1|kaden25rpe1|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
WBP4,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
YIPF6,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZBTB34,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZBTB41,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZBTB48,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZC2HC1A,0,0,,5,arch1|kaden25rpe1|nadig25hepg2|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZC3HAV1,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZDHHC12,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZDHHC4,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZFP62,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZHX3,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZKSCAN1,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZKSCAN2,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25hepg2|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZKSCAN3,1,1,kaden25rpe1,4,arch1|kaden25rpe1|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF16,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF174,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF219,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF22,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF25,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF251,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF280C,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF282,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF32,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF324,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF397,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF410,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF444,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF462,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25jurkat|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF496,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF507,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF514,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25hepg2|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF526,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF530,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF543,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF627,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF628,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25hepg2|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF641,1,1,kaden25rpe1,5,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF670,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF714,2,2,arch1|kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF740,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF768,1,1,kaden25rpe1,6,arch1|kaden25rpe1|nadig25hepg2|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF777,1,1,kaden25rpe1,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF783,1,1,kaden25rpe1,4,arch1|kaden25rpe1|nadig25jurkat|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF784,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF786,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZNF821,1,1,kaden25rpe1,3,arch1|kaden25rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
ZRANB3,0,0,,7,arch1|kaden25rpe1|nadig25hepg2|nadig25jurkat|replogle22k562|replogle22rpe1|wessels23,arch1=221273|kaden25rpe1=850225|nadig25hepg2=133757|nadig25jurkat=258202|replogle22k562=308646|replogle22rpe1=240774|wessels23=28490
